v2Code,Matrix,Analyte,Analyte Code,Extraction Name,Extraction Name Code,Extraction reagents/formulation,Extraction Ratio (Soil:Extractant),Extraction Basis,Extraction Time,Analyte Measurement,Analyte Measurement Code,Observation Category,Reporting Unit,Reporting Unit Code,Acceptance,Status,Organization,Citation
L_MODV2_SOIL_KMGBS_001,SOIL,base saturation - K:Mg,KMGBS,Mehlich 3 ,CALCULATION,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,CALCULATION,ratio,ratio,EXPERIMENTAL,VALID,"SERA-6, NCERA-13, NEC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_MGBS_001,SOIL,base saturation - Mg,MGBS,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,ICP-OES / AAS,ICP-OES_AAS,CALCULATION,%,prcnt,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, p 7.3"
L_MODV2_SOIL_MGKBS_001,SOIL,base saturation - Mg:K,MGKBS,Mehlich 3 ,CALCULATION,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,CALCULATION,ratio,ratio,EXPERIMENTAL,VALID,"SERA-6, NCERA-13, NEC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_NABS_001,SOIL,base saturation - Na,NABS,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,ICP-OES / AAS,ICP-OES_AAS,CALCULATION,%,prcnt,OFFICIAL,VALID,SERA-6,https://aesl.ces.uga.edu/sera6/PUB/MethodsManualFinalSERA6.pdf
L_MODV2_SOIL_CAMGBS_001,SOIL,base saturation - Ca+Mg,CAMGBS,Mehlich 3 ,CALCULATION,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,CALCULATION,ratio,ratio,EXPERIMENTAL,INVALID,"SERA-6, NCERA-13, NEC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_BGLUCO_001,SOIL,beta-glucosidase,BGLUCO,,,Assay incubation,1:05,v/v,,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,Soil Health Institute,"Tabatabai, et al., 1994"
L_MODV2_SOIL_HCO3_001,SOIL,bicarbonate,HCO3,Slurry,SLURRY,"Soil saturated with DI water, subsequent extraction and retained for analysis",N/A,m/m,4 hrs,ICP-OES,ICP-OES,CALCULATION,meq/L,meq1l-1,PROVISIONAL,VALID,,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_HCO3_002,SOIL,bicarbonate,HCO3,Slurry,SLURRY,"Soil saturated with DI water, subsequent extraction and retained for analysis",N/A,m/m,4 hrs,Titration,TITRATION,MEASURED,meq/L,meq1l-1,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013. Method S-1.3"
L_MODV2_SOIL_HCO3_003,SOIL,bicarbonate,HCO3,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,Titration,TITRATION,MEASURED,meq/L,meq1l-1,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013. Method S-15.1"
L_MODV2_SOIL_HCO3_004,SOIL,bicarbonate,HCO3,Slurry,SLURRY,Dionized Water,1:01,v/v,,Titration,TITRATION,MEASURED,meq/L,meq1l-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_HCO3_005,SOIL,bicarbonate,HCO3,,,,,,,,,MEASURED,meq/L,meq1l-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_B_001,SOIL,boron,B,Calcium Chloride,CALCIUM_CHLORIDE,"Hot CaCl2 (NCERA, SERA, WERA.. All three different concentration of CaCl2)",1:10,,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,,
L_MODV2_SOIL_B_002,SOIL,boron,B,Calcium Chloride,CALCIUM_CHLORIDE,0.01 M CaCl2,1:10,m/v,120 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,WEPAL,"Houba, V.J.G.; Novozamsky, I.; Lexmond, T.M.; Van der Lee, J.J., 2008.  Applicability of 0.01 M CaCl2 as a single extraction solution for the assessment of the nutrient status of soils and other diagnostic purposes. Communications in Soil Science and Plant Analysis, Volume 21, 1990 - Issue 19-20."
L_MODV2_SOIL_B_003,SOIL,boron,B,Slurry,SLURRY,"Hot Water  (Extracting Solution: Dissolve 1 g of CaCl2 • 2H2O in DI water. Make to 1 L volume with high quality, DI water. Curcumin method for spctrophotometer, Add 4mL of curcumin-oxide to 2mL extract. Evaporate on water bath. Add 25 mL alcohol.)",1:02,m/v,Boil for 5 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 10, p 10.1-10.4"
L_MODV2_SOIL_B_004,SOIL,boron,B,Slurry,SLURRY,"Hot Water (Extracting Solution: Dissolve 1 g of CaCl2 • 2H2O in deionized water. Make to 1 L volume with high quality, deionized water. )",1:02,m/v,Boil for 5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 10, p 10.1-10.4"
L_MODV2_SOIL_B_005,SOIL,boron,B,Slurry,SLURRY,Deionized Water Extraction,1:01,,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_B_006,SOIL,boron,B,Slurry,SLURRY,"Deionized Water Extraction (Deionized water, or substitue 0.01 M CaCl2 to reduce turbidity in the filtrate. )",1:02,m/v,Boil for 10 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_B_007,SOIL,boron,B,Slurry,SLURRY,"Deionized Water (Deionized water, or substitute 0.01 M CaCl2 to reduce turbidity in the filtrate.)",1:05,m/v,Hot-water shaking bath for 30 minutes at 80C,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_B_008,SOIL,boron,B,Slurry,SLURRY,"Deionized Water (Deionized water, or substitute 0.01 M CaCl2 to reduce turbidity in the filtrate.)",1:05,m/v,Hot-water shaking bath for 30 minutes at 80C,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_B_009,SOIL,boron,B,Slurry,SLURRY,Deionized Water Extraction,1:20,,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_B_010,SOIL,boron,B,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",N/A,m/v,180 min,ICP-OES,ICP-OES,MEASURED,mg/L,mg1L-1,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013. Method S-1.5"
L_MODV2_SOIL_B_011,SOIL,boron,B,DTPA-Sorbitol,DTPA-SORBITOL,"DTPA-Sorbitol (0.005 M DTPA, 0.01 M CaCl2  and 0.10 M Triethanolamine and 0.20M of Sorbitol, adjusted to pH 7.3 and .)",1:02,m/v,120 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,"WERA-103, SERA 6","Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-6.12"
L_MODV2_SOIL_B_012,SOIL,boron,B,EPA 3050A/B,EPA_3050A_B,"EPA 3050A/B Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_B_013,SOIL,boron,B,EPA 3051A/B,EPA_3051A_B,"EPA 3051A/B Microwave Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_B_014,SOIL,boron,B,EPA 3052,EPA_3052,"EPA 3052 MIcrowave Digestion (Nitric Acid, Hydrofluoric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_B_015,SOIL,boron,B,Ion Exchange Resin,ION_EXCHANGE_RESIN,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,in situ capsule,"4 days, 1 hour acid leaching",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROPRIETARY,VALID,"UniBest, Inc",https://www.unibestinc.com/about
L_MODV2_SOIL_B_016,SOIL,boron,B,Mehlich 1,MEHLICH_1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.2"
L_MODV2_SOIL_B_017,SOIL,boron,B,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,"SERA-6, NCERA-13, NEC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_B_018,SOIL,boron,B,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,v/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/L,mg1L-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_B_019,SOIL,boron,B,Nitric Acid,NITRIC_ACID,Nitric Acid,,,,,,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_B_020,SOIL,boron,B,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,180 min,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_B_021,SOIL,boron,B,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_B_022,SOIL,boron,B,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs / 16 hrs,ICP-OES / ICP-MS,ICP-OES_ICP-MS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013. Method S-15.1"
L_MODV2_SOIL_B_023,SOIL,boron,B,Modified Morgan,MODIFIED_MORGAN,Modified Morgan (0.62 N NH4OH + 1.25 N CH3COOH),1:05,m/v,15 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,Cornell,https://bpb-us-e1.wpmucdn.com/blogs.cornell.edu/dist/7/9922/files/2022/04/CSH13-Modified-Morgan-Extraction-and-pH-Measurement-SOP-4-2022-1.pdf
L_MODV2_SOIL_BPH_001,SOIL,buffer pH,BPH,Adams-Evans,ADAMS-EVANS,"Adams-Evans: 1.0 M KCl, 0.14 M p-nitrophenol + 0.24 M boric acid, pH 8.00",1:02,v/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 3.8"
L_MODV2_SOIL_BPH_002,SOIL,buffer pH,BPH,"Adams-Evans, Modified",ADAMS-EVANS_MODIFIED,"Modified Adams-Evans:  1.0 M KCl + 0.22 M KH2PO4 + 0.24 M boric acid, pH 8.00",1:02,v/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 3.8"
L_MODV2_SOIL_BPH_003,SOIL,buffer pH,BPH,Calculation,CALCULATION,Regressed soil Sikora Buffer pH,Calculation,Calculation,Calculation,Calculation,CALCULATION,MEASURED,S.U.,su,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_BPH_004,SOIL,buffer pH,BPH,Mehlich Buffer,MEHLICH_BUFFER,"Mehlich: 0.043 M acetic acid + 0.034 M triethanolamine + 0.8 M NH4Cl, 0.08 M BaCl2 + 0.08 M Na glycerophosphate, pH 6.60",1:02,v/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 2."
L_MODV2_SOIL_BPH_005,SOIL,buffer pH,BPH,"Mehlich Buffer, Modified",MEHLICH_BUFFER_MODIFIED,"Mod Mehlich:  0.043 M acetic acid + 0.034 M triethanolamine + 0.8 M NH4Cl, 0.08 M CaCl2.2 H2O + 0.08 M Na glycerophosphate, pH 6.60",1:02,v/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 3.6"
L_MODV2_SOIL_BPH_006,SOIL,buffer pH,BPH,Moore-Sikora,MOORE-SIKORA,"Moore-Sikora: 1.0 M KCl + 0.035 M MES + 0.13 M MOPS + 0.21 M boric acid, pH 7.92",1:02,v/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 3.8"
L_MODV2_SOIL_BPH_007,SOIL,buffer pH,BPH,Sikora 1,SIKORA_1,"Sikora 1:  2.0 M KCl + 0.089M acetic acid + 0.031M MES + 0.014 M imidazole + 0.070 M triethanolamine, pH of 7.70",1:02,v/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 3.4"
L_MODV2_SOIL_BPH_008,SOIL,buffer pH,BPH,Sikora 2,SIKORA_2,"Sikora 2: 1.0 M KCl + 0.089 M acetic acid + 0.031 M MES + 0.014 M imidazole + 0.070 M triethanolamine, pH 7.53",1:02,v/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 3.5"
L_MODV2_SOIL_BPH_009,SOIL,buffer pH,BPH,SMP,SMP,"SMP: 0.013 M p-nitrophenol + 0.015M K2CrO4 + 0.36 M CaCl2 + 0.0126 M Ca(CO2CH3)2, and 0.019 M triethanolamine, pH of 7.50",1:02,v/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 12, pp 12.5-12.6."
L_MODV2_SOIL_BPH_010,SOIL,buffer pH,BPH,Woodruff,WOODRUFF,"Woodruff:  0.063 M Ca(CH3COOH)2 + 0.086 M p-nitrophenol + 0.072M salicylic acid + 0.031 M NaOH, pH 7.00 ",1:02,v/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SSSA,"Woodruff, C. M. 1947. Soil Sci. Soc. Amer. Proc. 12:141-142."
L_MODV2_SOIL_BPH_011,SOIL,buffer pH,BPH,"Woodruff, Modified",WOODRUFF_MODIFIED,"Modified Woodruff: 0.063 M Ca(CH3COH) + 0.054 M Ca(OH)2 + 0.086 M p-nitrophenol + 0.072M salicylic acid, pH 7.00 ",1:02,v/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 4, pp 4.5-4.6."
L_MODV2_SOIL_BD_001,SOIL,bulk density,BD,Clod,CLOD,,,,,,,MEASURED,g/cm3,g1[cm3]-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_BD_002,SOIL,bulk density,BD,Coarse,COARSE,,,,,,,MEASURED,g/cm3,g1[cm3]-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_BD_003,SOIL,bulk density,BD,Core Extraction,CORE_EXTRACTION,"Core method: diameter to be determined, (most likely 2-inch or 5.08 cm)",1:05,m/v,,Gravimetric,GRAVIMETRIC,MEASURED,g/cm3,g1[cm3]-1,OFFICIAL,VALID,Soil Health Institute,"Blake and Hartge, 1986"
L_MODV2_SOIL_BD_004,SOIL,bulk density,BD,Fine,FINE,,,,,,,MEASURED,g/cm3,g1[cm3]-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_BD_005,SOIL,bulk density,BD,Scoop,SCOOP,,,,,,,MEASURED,g/cm3,g1[cm3]-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_BD_006,SOIL,bulk density,BD,,,,,,,,,MEASURED,g/cm3,g1[cm3]-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_CNRATIO_001,SOIL,C:N ratio,CNRATIO,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,Calculation,CALCULATION,MEASURED,ratio,ratio,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_CNRATIO_002,SOIL,C:N ratio,CNRATIO,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,Combustion Analyzer,COMBUSTION_ANALYZER,CALCULATION,ratio,ratio,OFFICIAL,VALID,SSSA,
L_MODV2_SOIL_CNRATIO_003,SOIL,C:N ratio,CNRATIO,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,ICP-OES / AAS,ICP-OES_AAS,CALCULATION,ratio,ratio,OFFICIAL,VALID,SSSA,
L_MODV2_SOIL_CNRATIO_004,SOIL,C:N ratio,CNRATIO,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,Haney Method,HANEY_METHOD,CALCULATION,ratio,ratio,OFFICIAL,VALID,SSSA,
L_MODV2_SOIL_CAEMGP_001,SOIL,Ca + exchangable Mg,CAEMGP,Mehlich 1,MEHLICH_1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.2"
L_MODV2_SOIL_CAKRATIO_001,SOIL,Ca:K ratio,CAKRATIO,,,,,,,,,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_CAMGRATIO_001,SOIL,Ca:Mg ratio,CAMGRATIO,,,,,,,Calculation,,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_CAMGRATIO_002,SOIL,Ca:Mg ratio,CAMGRATIO,Ammonium Acetate,AMMONIUM_ACETATE,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3"
L_MODV2_SOIL_CAMGRATIO_003,SOIL,Ca:Mg ratio,CAMGRATIO,Ammonium Chloride/Barium Chloride,AMMONIUM_CHLORIDE_BARIUM_CHLORIDE,NH4Cl/BaCl2,,m/v,,ICP-OES,ICP-OES,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_CAMGRATIO_004,SOIL,Ca:Mg ratio,CAMGRATIO,Ammonium Acetate,AMMONIUM_ACETATE,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3"
L_MODV2_SOIL_CANO3RATIO_001,SOIL,Ca:NO3 ratio,CANO3RATIO,,,,,,,,,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_CAMGKRATIO_001,SOIL,Ca+Mg:K ratio,CAMGKRATIO,Mehlich 1,MEHLICH_1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,ICP-OES,ICP-OES,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,#REF!
L_MODV2_SOIL_CD_001,SOIL,cadmium,CD,Aqua Regia,AQUA_REGIA,Aqua Regia (3:1 mixture of hydrochloric (HCl) and nitric (HNO3) acids),1:10,m/v,20 min,ICP-OES / ICP-MS,ICP-OES_ICP-MS,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,ISO,ISO standard 11466 or EPA 3051A
L_MODV2_SOIL_CD_002,SOIL,cadmium,CD,EPA 3050A/B,EPA_3050A_B,"EPA 3050A/B Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_CD_003,SOIL,cadmium,CD,EPA 3051A/B,EPA_3051A_B,"EPA 3051A/B Microwave Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_CD_004,SOIL,cadmium,CD,EPA 3052,EPA_3052,"EPA 3052 MIcrowave Digestion (Nitric Acid, Hydrofluoric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_CD_005,SOIL,cadmium,CD,EPA 6010B,EPA_6010B,,,m/v,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,RETIRED,,
L_MODV2_SOIL_CD_006,SOIL,cadmium,CD,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,180 min,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_CD_007,SOIL,cadmium,CD,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_CD_008,SOIL,cadmium,CD,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_CD_009,SOIL,cadmium,CD,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,
L_MODV2_SOIL_CD_010,SOIL,cadmium,CD,DTPA,DTPA,"DTPA (0.005 M DTPA, 0.01 M CaCl2 and 0.10 M Triethanolamine adjusted to pH 7.3)",1:02,m/v,120 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,"WERA-103, SERA 6","Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-6.10"
L_MODV2_SOIL_CA_001,SOIL,calcium,CA,Alcohol Prewash/Ammonium Acetate,ALCOHOL_PREWASH_AMMONIUM_ACETATE,,,,,ICP-OES,ICP-OES,MEASURED,mEq/100g,mEq1hg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_CA_002,SOIL,calcium,CA,Ammonium Acetate,AMMONIUM_ACETATE,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3"
L_MODV2_SOIL_CA_003,SOIL,calcium,CA,Ammonium Acetate,AMMONIUM_ACETATE,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3"
